There will be 120 million viewers tuning in to this evening reception .  ||| 将 会 有 一亿二千万 的 观众 收看 到 这 台 晚会 。
What did al-Jazeera TV station look like when it just started broadcasting ?  ||| *pro* 刚 开播 ， 刚 开始 的 时候 ， 半岛 电视台 是 一 个 什么 样子 ？
What kind of news broadcast style was featured at that time ?  ||| 那个 时候 *pro* 播出 的 新闻 讲究 的 是 一 种 什么样 的 风格 ，
Er , they held an inaugural broadcast ceremony at the end of November 1996 at that time .  ||| 呃 ， 当时 是 在 一九九六年 十一月 底 吧 ， 他们 举行 了 一 个 开播 仪式 。
We reporters in Qatar were also invited to attend this inaugural broadcast ceremony .  ||| 我们 *T*-1 驻 卡塔尔 记者 呢 也 被 邀请 *PRO* 参加 了 这 次 开播 仪式 。
Uh-huh .  ||| 嗯 。
There were n 't many people at the time .  ||| 当时 人数 不 是 太 多 ，
Uh-huh .  ||| 嗯 。
But at the time of its establishment , this , er , al-Jazeera TV station already had a very good foundation in terms of reporters . ||| 但是 它 这个 ， 这 ， 半 ， 嗯 ， 半岛 电 ， 电视台 ， *pro* 成立 的 时候 就 有 一 个 很 好 的 ， 记者 基础 ，
Uh-huh .  ||| 嗯 。
Why ?  ||| 为什么 呢 ？
In 1995 , um , the British BBC 's Arabic Language TV Station was shut down due to funding problems .  ||| 一九九五年 ， 那个 ， 英国 的 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ ， 阿拉伯语 电视台 ， 因为 经费 问题 给 取消 了 。
Uh-huh .  ||| 嗯 。
So , al-Jazeera TV station seized this opportunity to get hold of , this entire group of people by hiring them , er , as their reporters , editors , or anchors at high salaries . ||| 那么 ， 半岛 电视台 就 看准 这个 机会 ， 把 这 帮 ， 这 帮 人 呢 全部 挖 过来 ， 高 薪 请 ， 聘请 他们 呃 当 他们 的 记者 ， 或 编辑 或者 导播 。
Uh-huh .  ||| 嗯 。
So , they had a relatively good team of reporters .  ||| 那么 他们 就 比较 ， 有 一 个 比较 好 的 那个 记者 队伍 。
Uh-huh .  ||| 嗯 。
Well , this way , later it followed that , er , er , , , er , six-Chinese-character principle of news reporting called , er , independence , neutrality , ah , neutrality , balance , and freedom . ||| 那么 这样子 来 呢 ， 它 在 呃 以后 ， 它 的 所 奉行 的 那个 ， 呃 呃 ， 新闻 原 ， 原 ， 准则 就是说 ， 有 三 个 ， 三 ， 呃 六 个 字 ， *pro* 叫做
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
So , what it reported was in a completely different style from that of some other Arab TV stations .  ||| 所以 它 报道 的 东西 呢 跟 其他 一些 阿拉伯 电视台 报道 风格 是 完全 不 一样 。
Right .  ||| 对 。
In this respect , that is , let me add one point , that is , this al-Jazeera TV station , ah , its style is very much characterized by direct borrowing from the West , for instance , the two mainstream media outlets . ||| 在 ， 在 这 一 点 上 ， 就说 ， 我 补充 一 点 ， 就 是 ， 这个 半岛 电视台 啊 ， 它 的 风格 上 ， 是 有 很多 痕迹 ， 是 借 ， 直接 ， 借助 ， 借 ， 借用 这个 西方 的 ， 两 大
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Right .  ||| 对 。
Uh-huh .  ||| 嗯 。
One is CNN , and the other is BBC .  ||| 一 个 是 ＜ Ｅｎｇｌｉｓｈ ＞ ＣＮＮ ＜ ／ Ｅｎｇｌｉｓｈ ＞ ， 一 个 是 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 。
Yeah .  ||| 嗯 。
Well , I think that BBC , in particular , has quite a big influence on it .  ||| 那么 是 尤其是 对 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 呢 ， 我 觉得 它 ， 对 它 的 影响 是 比较 大 的 。
Just now , that is to say , many of its reporters directly came from the Middle East channel at that time .  ||| 刚才 吴 先生 讲到 ， 就是说 它 的 很多 的 记者 的 来源 ， 直接 就 来源于 当时 的 这个 中东 这个 频道 。
Uh-huh .  ||| 嗯 。
That was jointly run by BBC and Saudi Arabia .  ||| ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 和 沙特 当时 合 ， 合 搞 的 这么 一 个 ， 所以 呢 ， 他 有 个 很 好 的 基础 。
So it had a very good foundation .  ||| ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 和 沙特 当时 合 ， 合 搞 的 这么 一 个 ， 所以 呢 ， 他 有 个 很 好 的 基础 。
In addition , that is , actually , this al-Jazeera TV station has a quite unique structure .  ||| 另外 呢 ， 就是 实际上 ， 这个 半岛 电视台 呢 ， 它 的 这个 构架 又 是 一 个 *T*-1 比较 特殊 的 。
That 's because the emir of this country is called Hamad .  ||| 因为 它 的 这个 国家 的 叫 埃米尔 ， 这个 埃米尔 叫 哈马德 ， 他 又 是 从 英国 ， 这个 曾经 学习 过 ， 所以 对 这个 英国 的 这个 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｉｓｈ ＞ 电视台 呢
He studied in Britain and therefore had quite a good knowledge of Britain 's BBC TV station .  ||| 因为 它 的 这个 国家 的 叫 埃米尔 ， 这个 埃米尔 叫 哈马德 ， 他 又 是 从 英国 ， 这个 曾经 学习 过 ， 所以 对 这个 英国 的 这个 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｉｓｈ ＞ 电视台 呢
He also quite admired it .  ||| 因为 它 的 这个 国家 的 叫 埃米尔 ， 这个 埃米尔 叫 哈马德 ， 他 又 是 从 英国 ， 这个 曾经 学习 过 ， 所以 对 这个 英国 的 这个 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｉｓｈ ＞ 电视台 呢
So , in this way , it has borrowed some of the BBC style .  ||| 所以 呢 ， 在 这 方面 他 又 是 借鉴 了 这个 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 的 一些 风格 ，
For instance , Britain 's BBC is a very old TV group established in 1927 .  ||| 你 比如说 ， 英国 的 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 它 是 *T*-1 一九二七年 成立 的 一 个 非常 老 的 一 个 电视 ， 集团 。
Uh-huh .  ||| 嗯 。
Though it is funded by the government with many of its properties owned by the government , it still follows the guideline of editorial independence . ||| 但 它 呢 虽然 是 政府 资助 ， 而且 很多 财产 是 政府 的 。 但是 它 又 奉行 一 个 就是 编辑 独立 的 方针 ，
Uh-huh .  ||| 嗯 。
For instance , the top decision-making body of BBC is called the board of directors which are composed of twelve members directly appointed by the Queen . ||| 你 比如说 这个 ＜ Ｅｎｇｌｉｓｈ ＞ ＢＢＣ ＜ ／ Ｅｎｇｌｉｓｈ ＞ 的 最高 这个 决策 机构 叫 董事会 ， 它 是 *T*-1 由 女王 直接 任命 的 十二 个 人 ， 作为 这个 董事会 成员 ，
Uh-huh .  ||| 嗯 。
So al-Jazeera TV station has also adopted this structure .  ||| 而 半岛 电视台 也 采取 这 种 架构 。 它 有 七 名 最高 董事会 。
It has a top seven-member board of directors .  ||| 而 半岛 电视台 也 采取 这 种 架构 。 它 有 七 名 最高 董事会 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
However , even if its property , ah , and funds can come from the government , it still relatively has its editorial independence . ||| 但是 它 呢 这个 ， 虽然 这个 财产 啊 ， 资 ， 资金 可以 来源于 政府 ， 但 它 又 有 这个 相对 的 编辑 的 这个 独立性 。
Eh , but in essence , Mr . Wu , is it really a private TV station or a government-run TV station ?  ||| 嗯 ， 但是 同 这个 他 的 性质 上 来讲 ， 吴 先生 ， 它 到底 是 一 个 私人 电视台 呢 ， 还 是 一 个 政府 办 的 电视台 ？
Er , they themselves claim that it is a private TV station , but in reality it could not have been established without a large amount of financial support given by the government . ||| 呃 他们 自己 声称 是 私人 电视台 ， 但是 实际上 是 ， 在 财政 方面 政府 如果 不 给予 的 大量 的 支持 的话 ， 不 可能 成立 。
That 's because it , eh , has an extremely small number of ads during its around the clock , ah , TV broadcast .  ||| 因为 它 在 嗯 ， 二十四 小时 的 广播 里面 ， 啊 电视 播出 里面 ， 星 ， 那个 广告数 特别 少 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Well , in addition , it has such a large team , especially with high , high , er , wages , and reporters based abroad , so many reporters abroad . ||| 那么 如果 ， 而且 这个 庞大 的 队伍 ， 它 ， 特别是 高额 ， 高额 的 薪 ， 呃 ， 呃 工资 ， 及 驻外 记者 ， 那么 多 记者 在 国外 ， 这个 开支 如果 没有 政府 的 支持 ， 嗯 ， 一 家 私人 电视台 是
If the government had not supported such expenditures , eh , it would be impossible for a private TV station to survive .  ||| 那么 如果 ， 而且 这个 庞大 的 队伍 ， 它 ， 特别是 高额 ， 高额 的 薪 ， 呃 ， 呃 工资 ， 及 驻外 记者 ， 那么 多 记者 在 国外 ， 这个 开支 如果 没有 政府 的 支持 ， 嗯 ， 一 家 私人 电视台 是
According to your knowledge , how much is its yearly expenditure ?  ||| 据 您 了解 ， 它 一 年 的 开支 有 多少 ？
It was said that the yearly expenditures seem to be about 7 billion US dollars .  ||| 据说 好象 一 年 的 开支 ， 大 ， 大概 有 七十亿 美元 左右 ，
About 7 billion US dollars , that is equivalent to more than 50 billion RMB .  ||| 七十亿 美元 左右 ， 那 就 合 五百多亿 人民币 ， 应该 说 从 这个 资金 开支 上 来说 ， 还 是 非常 庞大 的 。
We should say this is a very huge financial expenditure .  ||| 七十亿 美元 左右 ， 那 就 合 五百多亿 人民币 ， 应该 说 从 这个 资金 开支 上 来说 ， 还 是 非常 庞大 的 。
Uh-huh .  ||| 嗯哼 。
Extremely large .  ||| 相 ， 相当 大 ，
Yeah .  ||| 嗯 。
Therefore , some people call it gaining voice but losing money because it has relatively small revenues due to few ads .  ||| 所以 呢 ， 有的 讲 ， 因为 它 广告 少 ， 所以 收入 也 比较 少 ， 所以 叫 赔 钱 赚 吆喝 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
But it has a tremendous influence .  ||| 但 它 的 影响 是 巨大 的 。
Right .  ||| 对 。
So , it appears that it is still not bad in gaining voice as it does achieve some effect .  ||| 那么 从此看来 呢 ， 这个 吆喝 赚 得 还是 不错 的 ， 还是 收到 一定 的 效果 的
Yeah .  ||| 嗯 。
Ha .  ||| 哈 。
Well , speaking of its influence , we have also noticed that er , during the Afghan war , er , because it has the exclusive interview right to enter Afghanistan to conduct independent and exclusive interviews , we could say this is one of its ||| 那么 说到 他 的 影响力 的 问题 ， 我们 还 注意 到 就是 ， 呃 ， 在 阿富汗 战争 的 时候 呢 ， 呃 ， 可以 说 ， 它 因为 有 了 独立 进入 阿富汗 进行 采访 的
Uh-huh .  ||| 嗯 。
It also presented an opportunity to it as well .  ||| 对于 它 来说 呢 ， 同时 也 是 一 个 机遇 ，
Well , to the development of a TV station , both opportunity and real strength are actually very important .  ||| 那么 对于 一 个 电视台 的 发展 来说 ， 机遇 和 实力 实际上 两 者 都 很 重要 ，
Well , as al-Jazeera TV station has been able to develop into its current status , what do you think has it relied upon so that its competitiveness and influential power , even surpassed CNN and BBC during the Iraq war ? ||| 那么 你们 觉得 半岛 电视台 能够 发展 到 现在 ， 它 的 到底 靠 什么 使 它 的 竞争力 和 影响力 能够 超过 ， 在 伊拉克 战争 的 时候 ， 甚至 超过 了 ＜ Ｅｎｇｌｉｓｈ ＞ ＣＮＮ ＜ ／
The greatest feature of al-Jazeera TV station is that it is a small station that competes with large ones and has become well-known through wars . ||| 这个 半岛 电视台 一 个 最 大 的 一 个 特点 就 是 它 的 以小搏大 。 而且 靠 战争 扬名 。
That is , the reason why it can establish itself is that it first relied on the Afghan war , and then the Iraq war after the 9/11 . ||| 就 是 它 之所以 能够 起来 ， 起码 是 首先 是 靠 了 阿富汗 战争 ， 然后 靠 九一一 以后 伊拉克 战争 ，
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
So , it made full use of these two opportunities .  ||| 所以 它 充分 借用 这 两 次 机会 ，
In addition , as the Iraq war occurred right in an Arab country , everyone is very much concerned with what is going on in the war . ||| 而 由于 这个 像 伊拉克 战争 又 直接 发生 在 这个 阿拉伯 国家 ， 这个 所以 大家 对 这个 战争 所 发生 的 一切 都 非常 地 关注 ， 那么 这 跟 它 提供 了 广大 的 这个 收视
So , this provides it with a large viewership , making it instantly famous .  ||| 而 由于 这个 像 伊拉克 战争 又 直接 发生 在 这个 阿拉伯 国家 ， 这个 所以 大家 对 这个 战争 所 发生 的 一切 都 非常 地 关注 ， 那么 这 跟 它 提供 了 广大 的 这个 收视
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Besides , it has a lot of resources , including its exclusive coverage right in Afghanistan as you mentioned just now .  ||| 再 加上 它 有 很 多 的 资源 ， 刚才 你 讲到 包括 在 阿富汗 这个 ， 它 的 独家 的 这个 采访权 。
Uh-huh , uh-huh .  ||| 嗯 ， 嗯 。
In addition , al-Jazeera TV station is actually quite unique in the Arab region .  ||| 还有 实际上 半岛 电视台 呢 ， 它 也 有 相当 的 这个 在 阿拉伯 地区 也 独树一帜 。
For instance , a very tough conflict in this region is the conflict between Palestine and Israel .  ||| 你 比如说 ， 这个 地区 一 个 *T*-1 非常 冲突 的 一 个 难点 就 是 巴 以 冲突 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Well , in general , Arabs will not invite the Israeli leader to make a speech on their TV .  ||| 那么 一般 阿拉伯人 呢 是 不 会 找 这个 以色列 的 领导人 到 它 的 电视台 去 讲话 。
However , for al-Jazeera TV station , it could invite Barak , the Israeli prime minister at that time , to deliver a speech at al-Jazeera TV station . ||| 但是 半岛 电视台 呢 ， 他 可以 邀请 巴拉克 ， 当时 的 这个 以色列 总理 到 这个 半岛 电视台 去 讲话 ， 这个 在 阿拉伯 世界 是 绝无仅有 ，
This was unprecedented in the Arab world .  ||| 但是 半岛 电视台 呢 ， 他 可以 邀请 巴拉克 ， 当时 的 这个 以色列 总理 到 这个 半岛 电视台 去 讲话 ， 这个 在 阿拉伯 世界 是 绝无仅有 ，
Right .  ||| 对 。
Uh-huh .  ||| 嗯 。
Well , this also gave it a very unique perspective .  ||| 那么 这 呢 ， 也 让 它 就是 产生 一 种 非常 独特 的 这么 一 种 视角 。
Uh-huh .  ||| 嗯 。
So , the reason why it is successful , to put it simply , I think , is that it mainly relies on its own very professional news team . ||| 所以 它 之所以 成功 ， 简单 地 讲 ， 我 觉得 的 主要 是 靠 着 一 个 它 有 本身 一 个 相当 专业 的 这个 新闻 ， 这个 专业 素质 ， 呃 一 个 队伍 。
It has a very talented team , eh .  ||| 有 一 个 很 好 的 人才 队伍 ， 嗯 。
Yeah .  ||| 嗯 。
In addition , it also looks at major events as they happen from the unique perspective of the Arab region or Arab world .  ||| 还 有 一 个 呢 ， 就 是 以 阿拉伯 地区 或者 阿拉伯 世界 呢 这个 独特 的 这个 视角 ， 来 看待 这个 当 *T*-1 发生 的 重大 的 事件 。
Uh-huh .  ||| 嗯 。
I think that favorable opportunities and geographical conditions also helped because people involved in the Afghan war and the Taliban were mostly Arabs . ||| 它 也 是 由 ， 我 觉得 也 是 靠 天时地利 ， 因为 在 阿富汗 战争 啊 ， 塔利班 这 边 人 ， 这 帮 人 绝大 都 是 阿拉伯人 。
Uh-huh .  ||| 嗯 。
They were from Arab countries .  ||| 从 阿拉伯 过去 的 ， 他们 讲 的 是 阿拉伯语 ， 那么 这 是 个 天时 ，
They spoke the Arabic language .  ||| 从 阿拉伯 过去 的 ， 他们 讲 的 是 阿拉伯语 ， 那么 这 是 个 天时 ，
Well , that was the opportunity .  ||| 从 阿拉伯 过去 的 ， 他们 讲 的 是 阿拉伯语 ， 那么 这 是 个 天时 ，
In particular , it was the same with the , Iraq war , which took place in Iraq .  ||| 特别是 伊拉克 伊拉克 战争 也 是 这样 ， 发生 在 伊拉克 ，
In the , Iraq war , as far as I know , among foreign media teams dispatched to Iraq for coverage , I should say , the one from Qatar 's al-Jazeera TV station was the most powerful . ||| 在 伊拉克 伊拉克 战争 当中 呢 ， 据 我 所 知 ， *T*-1 国外 媒体 派到 伊拉克 去 采访 的 ， 应该 说 是 ， 卡塔尔 半岛 电视台 是 最 强大 的 。
Uh-huh .  ||| 嗯 。
It had three reporting stations at that time , one group in the south in Basra , well , one group in Baghdad , and still another group in the north in Mosul . ||| 当时 在 它 有 三 个 记者站 ， 在 南部 和 巴士拉 。 有 一 批 人 ， 那么 ， 在 巴格达 一 批 人 ， 还 有 在 北部 摩苏尔 一 批 人 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
So it was basically covering the , um , Iraq war from all perspectives .  ||| 它 这 等于 是 全方位 地 报道 了 伊拉克 这 ， 这 次 伊拉克 战争 。
So , it surely surpassed some Western media in covering the Iraq war in certain areas .  ||| 那么 肯定 的 在 某些 方面 超过 了 西方 一些 媒体 对 伊拉克 战争 的 报道 。
Uh-huh .  ||| 嗯 。
We could say it owed its success to good opportunities , which it seized ;  ||| 可以 说 它 的 成功 得利于 天时 ， 抓住 了 机会 ，
Yes .  ||| 对 。
favorable geographical conditions ; that is to say , it happens to be located geographically in the Arab world ;  ||| 地利 ， 就是说 ， 它 的 正好 是 处在 阿拉伯 世界 这样 一 个 ， 这个 地理 位置 中 ，
Yeah .  ||| 对 。
and also harmonious human conditions ; that is to say , it has its own very rounded and talented team .  ||| 另外 呢 ， 还 有 人和 ， 就是说 自己 呢 有 一 个 非常 健全 的 人才 队伍 。
Er , that is why it is highly influential and competitive .  ||| 呃 所以 它 的 影响力 和 竞争力 呢 都 很 强 。
However , as it is becoming more and more influential and competitive , it has also become a thorn in the US side .  ||| 但是 呢 在 它 这个 竞 ， 影响力 和 竞争力 增强 的 同时 呢 ，
However , as it is becoming more and more influential and competitive , it has also become a thorn in the US side .  ||| 也 逐渐 呢 成为 了 美国 的 眼中钉 。
Well , today we should say we have just given an introduction of al-Jazeera TV station .  ||| 那么 今天 呢 ， 我们 刚才 前面 把 这个 半岛 电视台 呢 ， 可以 说 做 了 一 个 介绍 ，
Well , next let 's learn about more .  ||| 那么 接下来 呢 我们 再 了解 一下 ，
What conflicts are there between al-Jazeera TV station and the US ?  ||| 半岛 电视台 和 美国 之间 到底 有 哪些 矛盾 ？
Why has it become a thorn in the US side ?  ||| 为什么 会 成为 美国 的 眼中钉 ？
Since it gained instant fame during the Afghan war , the style of al-Jazeera TV station in pursuit of the freedom of the press and independence has gradually won widespread international attention . ||| 自从 阿富汗 战争 一举成名 后 ， 半岛 电视台 追求 新闻 自由 独立 的 报道 风格 逐渐 赢得 了 世界 广泛 关注 ，
However , at the same time , the conflict between al-Jazeera TV station and the US has been increasing .  ||| 不过 与此同时 ， 半岛 电视台 与 美国 的 矛盾 也 日益 增大 。
According to reports , Bush , Rumsfeld , and Powell repeatedly expressed their strong displeasure with al-Jazeera TV station directly to the Qatari leaders , demanding its government to restrain it more firmly . ||| 据 报道 ， 布什 ， 拉姆斯菲尔德 和 鲍威尔 曾 多 次 直接 向 卡塔尔 领导人 表达 对 半岛 电视台 的 强烈 不满 ， 并 要求 官方 严加 管束 。
The US government thinks that radicals , anti-American and religious commentators have become frequent guests at al-Jazeera TV station . ||| 美国 政府 认为 ， 激进 分子 ， *T*-1 反 美 的 宗教 和 评论 人士 成 了 半岛 电视台 的 常客 ， 特别是 本拉登 把 他 选为 自己 的 独家 信息 发布 机构 ， 让 他 更 享有
In particular , bin Laden has chosen it as his exclusive information release agency , endowing it with a unique advantage .  ||| 美国 政府 认为 ， 激进 分子 ， *T*-1 反 美 的 宗教 和 评论 人士 成 了 半岛 电视台 的 常客 ， 特别是 本拉登 把 他 选为 自己 的 独家 信息 发布 机构 ， 让 他 更 享有
All these made the US hate and fear al-Jazeera TV station at the same time .  ||| 所有 这些 都 让 美国 对 半岛 电视台 既 恨 又 怕 ，
Officials of the Bush administration called it Osama 's TV station on different occasions because bin Laden 's full name is Osama bin Laden . ||| 布什 政府 官员 曾 在 不同 场合 之下 称 之 为 奥马尔 电视台 ， 因为 本拉登 全名 就 叫做 奥马尔本拉登 。
During the Iraq war , al-Jazeera TV station not only broadcast Bush 's and Blair 's impassioned pre-war speeches and the image of coalition troops marching toward Iraq , but also broadcast the bloody bodies of civilians next to bombed cars . ||| 伊拉克 战争 期间 ， 半岛 电视台 不仅 播放 了 布什 和 布莱尔 慷慨 激昂 的 战 前 讲话 和 联军 向 伊拉克 前进 的 画面 ， 同时 也 播放 了 *T*-1 被 炸毁 的 汽车 旁 血淋淋 的 平民 尸体
The video camera scanned over the corpses of coalition troops killed by the Iraqi military , and over that little tearful boy with bandages around his head , crying . ||| 摄像机 的 镜头 掠过 了 *T*-1 被 伊军 打死 的 联军 士兵 的 尸体 ，
The video camera scanned over the corpses of coalition troops killed by the Iraqi military , and over that little tearful boy with bandages around his head , crying . ||| 掠过 了 那个 *T*-1 头扎 绷带 ， 满脸 泪痕 的 小 男孩 的 哭声 。
If you see the war on the US TV as an electronic game and grand display of smoke and fire , then from the footage by al-Jazeera TV station , you see the war only as hell . ||| 如果 从 美国 的 电视台 中 你 看到 的 战争 只 是 一 场 电子 游戏 和 烟火 盛宴 ， 那么 从 半岛 电视台 的 镜头 中 ， 你 看到 的 战争 只 有 地狱 。
Do you still remember , ah , during the Afghan war and the Iraq war , we could often see on screen the al-Jazeera footage such as bin Laden and some other al-Qaeda leaders giving speeches . ||| 还 记得 啊 ， 在 阿富汗 战争 和 伊拉克 战争 的 时候 ， 我们 通过 半岛 电视台 的 画面 经常 能够 看到 ， 比如说 本拉登 的 讲话 ， 还有 一些 基地 组织 的 这个 呃 头目 的 这个 讲话 的 这个
Ah , moreover , the footage that many other TV stations were using also basically came from al-Jazeera TV station .  ||| 啊 而且 呢 ， 很多 其他 的 电视台 用 的 这个 画面 也 都 是 基本上 都 来源于 半岛 电视台 ，
Therefore , at that time Americans , said that since al-Jazeera TV station broadcast these activities of terrorists , it must be colluding with terrorists . ||| 因此 那个 时候 美国人 认为 呢 ， 说 ， 半岛 电视台 你 报道 关于 这个 恐怖 分子 这些 活动 情况 ， 那 就 是 与 恐怖 分子 呢 是 沆瀣一气 ，
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
So , it was always thought that there seemed to be some subtle relationship between al-Jazeera TV station and al-Qaeda .  ||| 所以 它 总 认为 呢 半岛 电视台 和 基地 组织 之间 好象 有 着 某 种 微妙 的 联系 。
Taciturn agreement .  ||| 默契 吧 。
Taciturn agreement .  ||| 默契 。
Yeah .  ||| 哎 ，
Taciturn agreement .  ||| 有 默契 。
Right , Mr . Wu , how do you look at this issue ?  ||| 对 ， 吴 先生 ， 您 怎么 看 这个 问题 ？
This may have something to do with the good opportunities and favorable geographical conditions mentioned earlier .  ||| 这个 可能 就 是 刚才 说 的 天时 地利 *pro* 有 关系 ，
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
Since , er , the Taliban people were all Arabs , they tried by various means to gain the information so as to expand their own influence . ||| 因为 ， 呃 塔利班 这 边 人 都 是 阿拉伯 国籍 ，
Since , er , the Taliban people were all Arabs , they tried by various means to gain the information so as to expand their own influence . ||| 他们 就 通过 各 种 方式 来 获取 这个 消息 来 扩大 自己 的 影响 ，
This has been the consistent practice of al-Jazeera station .  ||| 这个 半岛台 是 一贯 的 做法 。
Uh-huh .  ||| 嗯 。
Well , the same goes with the Iraq war .  ||| 那么 在 *T*-1 发生 在 伊拉克 的 战争 也 是 这样 ，
They , eh , also speak Arabic , right ?  ||| 他们 嗯 同 说 阿拉伯语 ， 对 吧 ？ 又 一 个 阿拉伯 民族 。
Another Arabic nationality .  ||| 他们 嗯 同 说 阿拉伯语 ， 对 吧 ？ 又 一 个 阿拉伯 民族 。
Uh-huh .  ||| 嗯 。
What they reported , eh , was very much welcomed and favored by Arab viewers .  ||| 他们 所 报道 的 东西 ， 嗯 ， 很 受到 了 阿 ， 阿拉伯 ， 嗯 受 众 的 呃 欢迎 和 呃 青睐 。
Uh-huh .  ||| 嗯 。
That 's because what they have reported can not be found in the Western media reports .  ||| 因为 他们 报道 的 是 *PRO* 在 西方 媒体 报道 里 所 看 不 到 的 东西 ， 所以 说 他们 为什么 名声 这么 大 起来 以后 啊 ，
That 's why their fame grows .  ||| 因为 他们 报道 的 是 *PRO* 在 西方 媒体 报道 里 所 看 不 到 的 东西 ， 所以 说 他们 为什么 名声 这么 大 起来 以后 啊 ，
That is to say , it indeed inspires a kind of patriotic or nationalistic sentiments among Arab countries .  ||| 就是说 说明 这个 确实 是 在 阿拉伯 国家 激起 了 一 种 爱国主义 或者说 民族 情绪 。
Uh-huh .  ||| 嗯 。
Uh-huh .  ||| 嗯 。
I think , this point is very important .  ||| 这 ， 这 ， 这 一 点 我 觉得 的 是 比 ， 非常 重要 ，
In other words , it also benefits from the hard work of al-Jazeera TV station .  ||| 就是说 ， 也 益于 这个 半岛 电视台 的 努力 ，
That is , it is from the perspective of Arabs that it looks at the war or also looks at major events .  ||| 就是 它 是 以 阿拉伯 的 这个 视角 来 看待 这 场 战争 ，
That is , it is from the perspective of Arabs that it looks at the war or also looks at major events .  ||| 或者 也 看待 这个 重大 事件 ，
So , when it makes a report , its perspective , analysis , and its possible outcome or some process of its analysis are different from those of reports by the Western mainstream media such as CNN and BBC . ||| 所以 那 当然 它 报道 出来 ， 它 的 视角 以及 它 的 分析 ， 以及 它 *T*-1 可能 的 结果 ， 或者 它 的 一些 这个 分析 的 一 个 过程 ， 跟 这个 西方 的 主流 媒体 ， 比如说 ＜
Well , it is exactly because of this , even if al-Jazeera TV station may not be necessarily linked with any other organizations , simply because it reports the war using a different voice , it has become the target of attacks by the US ||| 那么 也 正 是 在 这 一 点 上 ， 也 虽然说 不 一定 说 这个 半岛 电视台 和 这个 别的 什么 组织 有 什么 联系 的话 ， 就 在 这 一 点 上 ， 正 因为 它 不同 ， 它 用
Right .  ||| 对 。
Well , regarding this incident , what kind of reaction did al-Jazeera TV station have ?  ||| 那么 ， 关于 这 次 事件 呀 ， 半岛 电视台 到底 有 什么样 的 反应 ？
We do n 't have much information right now .  ||| 我们 现在 掌握 的 消息 还 不 是 很 多 ，
But when our correspondents went to have an interview at the al-Jazeera TV station 's Beijing office today , they asked their office administrator named Ezzat , ah , the question why the US threatened to bomb al-Jazeera TV station ? ||| 但是 我们 记者 呢 ， 今天 *pro* 到 半岛 电视台 北京 记者站 采访 的 时候 呢 ， 呃 就 美国 为什么 扬言 轰炸 半岛 电视台 这个 问题 呢 问 了 一下 他们 记者站 的 负责人 叫
He is also a China expert and speaks excellent Chinese .  ||| 他 也 是 一 个 中国通 ， 中国话 说 得 也 非常 好 。
Let 's hear what he said .  ||| 我们 一起 听一听 他 怎么 说 的 。
--In the Middle East region , in particular , currently , , some US officials , for instance , many Democrat officials , they admitted that the US policies on Iraq and the Middle East , eh , region have many mistakes . ||| 认为 原 ， 呃 原因 是 ，
